,store_name,address,tel,category,star,detail,visit_review,blog_review,tag,image,review_sum
12192,소섬전복,제주 제주시 우도면 우도해안길 1158,064-782-0062,전복요리,4.61,"국내에서 나오는 전복으로만 요리하는 전복요리전문점입니다.

전복하면 비싸다는 이미지가 있는데 다른 전복요리전문점보다 저렴한 비용에 많은 양을 식사하고 가실 수 있고,
요리를 전공하신 사장님이 직접 요리하셔서 더욱 다양한 전복요리를 맛보실 수 있습니다!

우도에 오셔서 통유리로 구성되어 있어 우도 바다를 한눈에 바라보면서 전망좋은 집에서
식사하시고 좋은 추억 만들고 가세요~~",1275,1010,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200610_192%2F1591790911008LgzDp_JPEG%2FdZ1DRFbUfX4weE5dB-BZNfiZ.jpg,2285
19645,스시우도포차,제주 제주시 우도면 우도해안길 816,064-783-1755,일식당,0,None,543,1010,"든든한, 기분 전환",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220608_196%2F1654663653644nvQuf_JPEG%2FP20220603_163610402_330883BF-176F-4D86-A133-D6C4CD195D91.jpg,1553
16446,애월하미,제주 제주시 애월읍 애월북서길 54,0507-1373-9027,"해물,생선요리",4.24,"떡대를 보시라^^
제주에서 이보다 더 큰 통갈치는 없다
제주 최대의 통갈치
제주 최초의 7미(크기) 대왕통갈치만찬",1603,1008,"분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220718_219%2F1658109423759eKqNn_JPEG%2FS__1851404.jpg,2611
634,버드나무집,제주 제주시 조천읍 신북로 540,064-782-9992,"칼국수,만두",4.2,None,1377,1005,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200424_41%2F15877147291751w5OC_JPEG%2F7wPBhkCbBjK-9AeEBLNg0W0Y.jpg,2382
5965,중문색달통갈치조림구이,제주 서귀포시 일주서로 993,064-738-2088,"해물,생선요리",4.84,"중문색달통갈치는
중문관광단지에 있는 통갈치요리 전문점입니다.

통갈치구이와 갈치조림, 옥돔구이, 돔베고기,
황게장, 전복장, 톳밥, 들깨미역국, 계절반찬까지
명품 한상이 정성껏 차려져 나옵니다.

최상급의 품질좋은 제주 통갈치로 만들어내는
제주 갈치요리의 진수를 만나실 수 있는
중문색달통갈치 기억해주시고 많이 찾아주세요^^",1927,1004,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211126_283%2F16378927977148CoWY_JPEG%2FDSC09668.jpg,2931
5185,월정리갈비밥,제주 제주시 구좌읍 월정7길 46,0507-1406-0430,돼지고기구이,4.42,"안녕하세요? 갈비밥의 원조 월정리 갈비밥 입니다.

2020년 2월 22일 시즌3 시작하였습니다.

다시 컴백한 냉면!

소중한 당신의 하루을 위하여 행복을 한 그릇에 담아 내어드리겠습니다.

우리는 항상 곧고 선한 마음으로 여러분들을 모십니다.

제주도는 역시 월정리 갈비밥입니다.",1302,1003,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200303_137%2F1583198739215VD7eR_JPEG%2Ft1k6sZMcm0WiZI3J8ttkWuNP.jpg,2305
6314,동해미락,제주 서귀포시 칠십리로 133 동해미락,0507-1310-5921,생선회,4.64,"우리 동해미락은 서귀포 칠십리음식특화거리,
자구리공원 바로앞에 위치하며, 
서귀포 유명 관광지인 천지연폭포, 정방폭포에 가까이 있습니다.
또한 바닷가 바로앞에 있어 문섬, 섶섬을 한눈에 바라볼수 있는 서귀포횟집 동해미락 입니다. 

매일 신선한 해물! 제주를 닮은 제철재료! 횟감좋은 자연산 활어회!
대방어회, 고등어회, 갈치회, 다금바리회, 벵에돔, 능성어(구문쟁이), 황돔(참돔), 갯돔 등을 맛보실 수 있습니다 ^^

사랑하는 가족, 연인, 모임 등 남녀노소 누구나 만족하며 즐겁고 맛있는 식사가 되실수 있게 항상 노력하겠습니다!
즐거운 제주도여행 되세요~",759,999,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20201214_167%2F1607911415055OEz5h_JPEG%2F8d98ed06-3db0-11eb-a4d6-48df37ae3dc4_03.jpg,1758
19457,더마파크,제주 제주시 한림읍 월림7길 155 더마파크,064-795-8080,테마파크,4.58,세계최초의 말전문 테마공원으로 스펙타클한 기마공연과 함께 고품격승마등 볼거리와 즐길거리가 함께있는 체험형 테마공원입니다.,8093,998,이색체험,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190404_147%2F1554355078321aLEGG_JPEG%2F7G5A5662.jpg,9091
11247,섭지골흑돼지,제주 서귀포시 성산읍 성산중앙로 48 1층,0507-1342-0171,"육류,고기요리",4.74,"성산일출봉과 섭지코지와 가까운 곳에 위치한 섭지골흑돼지는 한돈인증업체로 정직한 마인드로 운영되는 곳입니다. 두툼한 흑돼지가 매력적인 저희 섭지골흑돼지는 흑돼지와 함께 전복, 대하 등 골고루 맛볼 수 있습니다. 강원도 오대산 참숯을 사용하여 초벌구이를 하기 때문에 깊은 참숯향에 배여 쫄깃한 흑돼지를 맛볼 수 있어요.",2295,991,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220714_129%2F1657773873740Ihv3Y_JPEG%2F20220714_133754.jpg,3286
7943,잔물결,제주 제주시 한림읍 금능길 58-1 1층,0507-1342-5564,"카페,디저트",4.47,"5인 이상, 11세 미만 어린이, 반려동물은 정중히 실내 입장을 제한합니다.",1225,991,"커피 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200505_100%2F1588683631360qWpPQ_JPEG%2FaBgQN-d5wLQDdAArE0BJDnGc.jpeg.jpg,2216
15275,오조해녀의집,제주 서귀포시 성산읍 한도로 141-13 오조해녀의집,064-784-7789,전복요리,4.27,전복죽과 전복회 등 전복 한가지로 전국에서 규모가 가장 큰 집. 해녀들이 채취한 해산물로 오조리어촌계원 해녀들이 직접 운영합니다.,888,984,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_67%2F1441004253100SLB0K_PNG%2F11609038_0.png,1872
17624,돈어길,제주 서귀포시 대정읍 중산간서로 2274 C동 1층,0507-1387-6564,돼지고기구이,4.98,"테이블링 원격 줄서기 가능합니다.

돈어길(豚魚吉)의 숙성 노하우

부드럽고 풍미로운 고기를 만들기위해
1년간 64번의 테스트 거친 돈어길 만의 노하우

21일간의 드라이에이징, 24시간 한라봉에센스 마리네이드, 7분간의 한라봉진피 훈연

비장탄을 사용한 시어링

3분간의 레스팅

21-24-7-3 이것은 돈어길이 만들어낸
최고품질의 흑돼지구이의 고유번호 입니다.

돈어길(豚魚吉)의 믿음

中孚 豚魚吉 利涉大川 利貞
중부 돈어길 이섭대천 리정
마음속의 믿음은 돼지고기와 물고기조차도 길하게 하며
믿음은 맨발로 큰 강을 건너 이로움을 얻게 한다 .

돈어길은 최고의 흑돼지를 사용합니다.
돈어길은 최상의 식재료를 사용합니다.
돈어길은 숙성을 통해 최고의 맛을 위해 노력합니다.
돈어길은 내 가족을 위해 준비하듯 정성을 다해 재료를 준비합니다.
돈어길은 변함없이 청결하기 위해 노력합니다.

우리의 노력이 손님들의 행복이라는 것을 믿습니다.",285,984,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210525_291%2F16219523763283qmUk_JPEG%2F-4ba0kRB3gIZqL6bS8u31gLn.jpg,1269
5446,태광식당,제주 제주시 탑동로 142,064-751-1071,한식,4.35,None,983,982,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190130_161%2F1548824329148FdkxT_JPEG%2FU5VC_HZZgPnYIvsgetHIsH6X.jpeg.jpg,1965
13356,칠돈가 표선직영점,제주 서귀포시 표선면 표선당포로 13-1,0507-1307-9275,돼지고기구이,0,메뉴는 돼지고기와 김치찌개 둘 뿐이다. 은은한 연탄불에 두툼한 고기가 직화 구이로 구워지면 연탄 불에 함께 끓여진 멜젓에 찍어 먹는다. 멜젓이 비리지 않고 맛이 독특하고 이집만의 맛의 매력이 넘친다.. 밑반찬이 깔끔하며 특히 직접 손수 담은 전라도표 김치 맛이 인기가 최고다.. 이맛의 김치는 칠돈가 표선점 만의 별미 이다. 김치찌개 또한 어디서 쉽게 맛볼수 없는 깊은 맛이며 또한 표선점만의 독특한 서비스는 김치전이 나오는데 그 맛이 별미다..,1062,978,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220224_156%2F1645665829802g3Le2_JPEG%2F005.jpg,2040
18128,성산항,제주 서귀포시 성산읍 성산등용로 129-21,None,항구,0,None,0,978,"이색체험, 기분 전환",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNjEwMTlfODcg%2FMDAxNDc2ODQ5NzI3NjIz.Tk6CqFW8YSHZGtmycPKkOXUya82rh77B0fcYhngEM2kg.PWBOiXYKOwvy2NgKW_FySdeJFatJA25fe8AgYIfHPpQg.JPEG.siboe%2FNaverBlog_20161019_130207_00.jpg,978
17104,빽다방베이커리 제주사수점,제주 제주시 서해안로 291-5,064-711-0228,테이크아웃커피,4.51,None,6473,976,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200120_152%2F157948860333427PR5_JPEG%2FmJe3XL2AZv-7fZ44JBO0zHxE.jpg,7449
9749,월정리LOWA,제주 제주시 구좌읍 해맞이해안로 472,0507-1302-2240,카페,4.39,None,726,971,"커피 맛집, 기분 전환",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171226_291%2F15142874091001ovru_JPEG%2FGreZQ4uVecZ-3lKfOK1aArYj.jpeg.jpg,1697
13943,앙뚜아네트 용담점,제주 제주시 서해안로 671,0507-1359-2243,베이커리,4.31,"앙뚜아네트는 용담해안도로 바로 앞에 위치하여
탁트인 바다뷰를 즐길 수 있는 베이커리 카페입니다.

모든 커피, 음료와 빵은 신선하고 좋은 재료로
정성을 다해 제공할 것을 고객님들께 약속드립니다.

오늘도 앙뚜아 하세요:)",3141,968,"커피 맛집, 기분 전환",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210201_75%2F161216422981684sTw_JPEG%2FWAm57tWIzgiBZymco90C3xnX.jpeg.jpg,4109
11527,스타벅스 제주애월DT점,제주 제주시 애월읍 애월해안로 376,1522-3232,카페,4.44,"1.주차가능, 2.주차장위치- 매장전면 3.주차가능대수- 9대, 4.주차조건-무료",5886,965,커피 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png,6851
2335,돈고팡 제주공항본점,제주 제주시 서해안로 248 1층,0507-1415-9892,"육류,고기요리",4.5,"제주공항 근처 맛집으로 유명한 제주도 흑돼지 맛집 돈고팡 본점 입니다.
용두암 해안도로로 유명한 무지개해안도로 바로 앞에 있습니다.
무지개 색깔로 칠해진 테라스에서 제주도 흑돼지 연탄구이를 제주바다를 바라보며 먹을 수 있습니다.


제주공항근처맛집, 제주도 흑돼지 맛집, 제주 용두암 맛집, 제주 맛집, 제주도 맛집",590,964,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220526_123%2F16534932392575Iinq_JPEG%2F20210818-DSC02704.jpg,1554
13629,볼스카페,제주 서귀포시 일주서로 626,070-7779-1981,"카페,디저트",4.26,(1f볼스카페)volskafe와 (2f빵공장)buttertopbread의 협업으로 제주도에 오래된 귤창고를 재생하여 진행하는 프로젝트입니다.,534,963,"커피 맛집, 디저트 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220524_82%2F16533757111041B8xf_JPEG%2F693C6235-15E9-4B35-83F0-B4338931A731.jpeg,1497
2562,서귀포칼호텔,제주 서귀포시 칠십리로 242,064-733-2001,5성급,4.5,"푸른 바다와 야자수 정원의 전경, 한라산 전망을 자랑하는 서귀포 해안가에 위치한 리조트 호텔 
- 객실 : 225실, 200대 이상 동시주차. 
- 레스토랑 : 뷔페레스토랑 살레 (종합뷔페요리&일품요리), 로비라운지, 가라오케, 베이커리
- 연회장 : 대, 중, 소연회장, VIP룸.
- 부대시설 : 휘트니스센터, 비즈니스 센터, 산책로, 전망대, 조깅코스, 팔각정 연못, 야외 바베큐장

* 프리미엄 캠핑존 바비큐 축제 
 시원한 남국의 이국적 정취가 펼쳐지는 서귀포KAL호텔에서 추억을 만들어 보세요",234,948,기분 전환,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190514_202%2F1557801500996t6Yng_JPEG%2FYcIB7MxtZmJCZn-b1BOKAeNm.jpg,1182
3946,통갈치구이조림 사계바다 제주산방산점,제주 서귀포시 안덕면 형제해안로 26,064-794-5501,생선회,4.72,"안녕하세요. 통갈치조림 전문점
'사계바다' 대표 목순영입니다.

4계절, 봄 여름 가을 겨울 계절별로
달라지는 바다의 모습을
가장 가까이서 볼 수 있는
제주 해안도로 사계해변 앞에 위치하고 있습니다.
해안도로 중에서도 뷰가
가장~ 아름답다고 자부할 수 있습니다.

*사계바다에만 있습니다*
1. 제주 원조 해물통갈치조림다운 맛의 비결
2. 직접 타고간 어선으로 잡아와 신선한 자연산 해산물들
3. 통유리에서 보이는 아름다운 형제 섬 VIEW
4. 제주도에서 가장 제주스러운 곳
5. 친구, 연인, 가족 누구랑 와도 잊을 수 없는 감동

지난 10여 년 동안 꾸준히 운영하면서
갈치에 본연의 맛을 지키고자
단 하루도 쉴 틈 없이 이렇게 달려왔습니다.
앞으로도 이 몸이 다하는 날까지
제주 산방산 맛집 타이틀을 지키며
더 좋은 서비스로 보답하겠습니다.
감사합니다.",782,947,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220524_13%2F16533501602012fRRa_JPEG%2F%25BB%25E7%25B0%25E8%25B9%25D9%25B4%25D9%25C7%25C3%25B7%25B9%25C0%25CC%25BD%25BA_01.jpg,1729
12865,애월 칠사돈,제주 제주시 애월읍 애월해안로 906 1층,064-748-3366,돼지고기구이,4.25,맛있는 제주 애월 흑돼지 연탄구이가 있는 곳. 칠사돈은 지역에서 인정해주는 맛집 입니다. 맛있는 하루 되세요.,585,947,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220422_104%2F1650612637708xQ5pa_PNG%2F11111111111111111.,1532
6200,성산포흑돈애,제주 서귀포시 성산읍 한도로 67,0507-1408-4848,돼지고기구이,4.61,"제주도 흑돼지와 해산물을 같이 드셔보세요
싱싱한 고기와 그리고 해산물의 조합이 너무 좋아요
흑돼지 오겹살, 목살, 항정살, 그리고 전복, 소라, 새우 여기서 찌개가 빠지면 섭하죠~
김치찌개까지 푸짐하게 세트로 드실 수 있는 성산포흑돈애
많이 방문해주세요",879,945,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20220711_41%2F1657513377497ueDSV_JPEG%2F1dfc6bd4-00d1-11ed-8055-505dac8c385b_03.jpg,1824
13363,옥돔식당,제주 서귀포시 대정읍 신영로36번길 62,064-794-8833,한식,4.37,기존 보말손칼국수에서 보말과 전복을 이용한 보말전복손칼국수로 찾아 뵙게 되었습니다. 앞으로도 잘 부탁드립니다.,1152,943,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151114_122%2F1447431461538p66CG_JPEG%2F167064414760419_0.jpg,2095
4122,제주현대미술관,제주 제주시 한경면 저지14길 35,064-710-7801,미술관,4.43,"저지문화예술인 마을안에 자리한 제주현대미술관은 지하1층, 지상2층 규모로, 제주자연친화성을 우선으로한 공모전의 최우수작품을 실시설계한 건물이다. 국제조각심포지엄 야외공원과 함께 1천여명이 동시 관람 가능한 야외공연장과 특별전시실, 상설전시실, 기획전시실, 아트숍, 세미나실 등 문화예술 복합기능을 갖춘 미술관이다.제주에 반해 수도없이 드나들었던 한국 근현대미술의 거목 김흥수화백이 자신의 대표작품을 무상으로 기증한 유일한 미술관이다. 주변에는 대한민국 원로 화백들이 다수 거주하며 저지문화예술마을이라는 거대문화벨트를 조성하고 있어, 예술의 관심이 있다면, 다수의 갤리러와 전시관을 함께 둘러볼 수 있다. 제주현대미술관과 저지문화예술인마을은 공간적 분리감이 거의 없어 관람 후 편하게 둘러볼 수 있으나, 거주 공간인 만큼 관광매너를 준수해야한다. ",859,943,"이색체험, 데이트, 기분 전환",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200506_237%2F158875726102312mE5_JPEG%2FxdJoi1G1rqysxiP5wv_wtwg5.jpg,1802
16073,돈이랑 성산점,제주 서귀포시 성산읍 일출로 30 돈이랑,0507-1320-9266,돼지고기구이,4.66,"TV 먹방로드 버라이어티 방영된 제주 흑돼지 전문점 돈이랑은 현지에서 제주산 흑돼지만을 사용하여 제주현지에서 유명한 근고기집으로 정평이 나있습니다. 성산에 위치한 저희매장은 피닉스아일랜드,성산일출봉,섭지코지,아쿠아플래넷,성산해변가에 근접해 있는 천혜의 자연조건을 가지고 있습니다. 제주현지에서 바로 공수한 신선한 재료만을 사용하여 어느 누구나 믿고 찾을 수 있는 제주도 맛집입니다. 어른이나 어린이들이나 누구나가 다 좋아할수있는 흑돼지 근고기 맛을 맛보실수 있습니다.",1402,929,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180714_46%2F15315572451856S5dB_JPEG%2FXKOeUDVQsz96TAWTBWB2Z8pQ.jpg,2331
18011,고래날다 월정리본점,제주 제주시 구좌읍 월정3길 53-7 1층 고래날다,064-784-5845,한정식,4.77,"확장이전 했습니다.
제주 월정리해변 바로 근처에 위치한 고래날다
제주 최고급 흑돼지로 요리한 숯불구이 한정식과 제주돌문어덮밥/ 제주돌문어해물라면/ 제주딱새우장덮밥/제주한치물회국수가
준비되어 있고 모든 메뉴들이 시그니처메인메뉴라서 맛있게 드실수 있습니다.^^

제주흑돼지 숯불구이 한정식

*반려동물 동반 가능(케이지 필수)

정말 죄송합니다.
그동안 최소의 수익으로 버텨 왔지만 이제 인건비와 원자재 폭등으로 어쩔 수 없이 가격을 조금 조정합니다.
다만 최상의 재료만을 선택하여 최고의 맛을 보장 하겠습니다.
감사합니다.",870,927,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210719_183%2F1626674156775PtR0b_JPEG%2FJcq18IIkpQZzqktpshJfqhS4.jpg,1797
15590,성산일출돈,제주 서귀포시 성산읍 일출로288번길 14 1층,0507-1445-5151,돼지고기구이,4.71,"성산 일출봉과 우도가 그림처럼 보이는 제주 성산 흑돼지 맛집입니다. 성산 일출봉에서 도보 5분 거리에 있으며, 매장 앞에서는 성산 일출봉과 우도가 잘 보입니다. 고기는 제주산 최상급 흑돼지를 우대 갈비를 저온 숙성하여 제공합니다. 맛있고 행복한 식사를 하실수 있도록 최선을 다하겠습니다.",391,925,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220615_269%2F1655277897265cLdAn_JPEG%2FKakaoTalk_20220615_140439103_18.jpg,1316
19675,자현우육면,제주 제주시 노형1길 8-8,064-711-8898,중식당,0,제주도에서 특별하고 가치 있는 음식을 만들기에 최선을 다하고 있습니다.,240,925,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220126_117%2F1643181497488sfwiG_JPEG%2F20220126_154840.jpg,1165
15120,안녕육지사람,제주 제주시 우도면 우도해안길 792,0507-1387-0186,"카페,디저트",4.55,고객님들께 좋은 커피와 식사를 제공하고 편안한 휴식을 취할수있게 노력하겠습니다.예약자 손님께서는 매장 입장시 또는 결제시 예약하셨다고 말씀해주세요 (단 천재지변으로 인하여 예약이 취소되거나 변경될수 있습니다 이점 양해 바랍니다) 문의는 매장070-4225-0170 대표자010-2823-0170으로 문의해주세요 감사합니다,2714,920,"디저트 맛집, 기분 전환",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170526_235%2F149579601838102uui_JPEG%2F186476598358205_0.jpeg,3634
19820,중문 돌담흑돼지,제주 서귀포시 일주서로 909 1층,0507-1391-4619,돼지고기구이,0,"흑돼지 전문점, 제주 분위기와 맛을 확실히 느낄수있습니다.",676,919,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211102_101%2F1635846386587wMzJM_JPEG%2FkOq-5cAD_F1LuNff537hSs9J.jpeg.jpg,1595
9787,온오프,제주 제주시 우도면 우도해안길 876 온오프,0507-1346-9807,돈가스,4.5,"1. 예써(yesir)어플이용으로 대기 가능합니다 (현재 가게 대기인원도 확인 가능합니다)
2. 케이지 이용시 애견동반 가능합니다
3. 예약 받지 않고 가게 오셔서 주문가능 합니다.
4. 오후 3시 30분 라스트오더이며 재고 소진 시 조기 마감합니다",1415,911,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200520_39%2F1589975249608C8cGp_JPEG%2F8wyPgYMq1yC_pqJ0Eaasd-Rw.jpg,2326
6909,스타벅스 제주함덕점,제주 제주시 조천읍 조함해안로 522,1522-3232,카페,4.45,"1.주차가능, 2.주차장위치- 공용주차장 이용가능, 3.주차가능대수- 50대이상 4.주차조건-무료",7224,905,커피 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png,8129
3816,큰돈가 남쪽대표 중문,제주 서귀포시 천제연로 89,064-739-0722,"육류,고기요리",4.63,"큰돈가 남쪽대표 중문입니다. 당일 도축된 원육자체가 신선하고, ++1등급의 고기를 직접 선별 및 정육작업을 통하여 전문 그릴링 교육을 이수한 직원들이 한점 한점 맛있게 대접해 드리고 있습니다. 광고를 포함하지 않고 있으며, 그 시간,금액을 투자하여 손님들에게 더 양질의 식품,서비스를 제공하고 있습니다.",1143,903,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200206_189%2F1580981543474KjvFQ_JPEG%2FQ_80exEbByM3lq2fRWawQBrn.JPG.jpg,2046
7226,애월빵공장앤카페,제주 제주시 애월읍 금성5길 42-15,064-799-5959,베이커리,4.35,"제주스러운 맛과 멋, 건강을 생각한 음료

곽지해수욕장의 에메랄드빛 바다 뷰와 제주스러운 맛과 멋, 건강을 생각한 음료메뉴는 '애월빵공장' 만의 힐링을 선물할 것입니다.
푸른 바다빛과 여유로운 공간에서 친환경을 지향하는 음료를 맛보며 여러분의 여행을
한층 더 업그레이드 시키지 않으시겠습니까?
애월빵공장은 신선한 제품을 위해 방부제 및 화학보존제를 전혀 사용하지 않으며,
최고의 쉐프들이 엄선된 재료만을 사용하여 최신 설비와 오븐으로 매일 빵을 굽습니다.유기농 밀가루 사용!
천연발효종 사용!
화학유화제 사용 NO!
100% 순우유버터 사용!
동물성 무가당 생크림 사용!",3455,902,"디저트 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210507_126%2F1620370101118CVFLy_JPEG%2FagOoGaV683vdYT-CPwfs_-aY.jpg,4357
13849,별돈별 정원본점,제주 제주시 한경면 고산로8길 21-15,064-772-5895,돼지고기구이,4.45,"신선한 흑돼지를 연탄불에 은은하게 구워 육즙이 가득 갇히게 하여, 
제주도에서 제주스럽고 감성터지는 장소에서 
입안에 맛이 폭발하는 것을 느끼실 수 있을겁니다! 
별돈별은 와인과 함께하면 굉장히 잘어울리는 곳입니다! 
특별한 날을 더욱 특별하게, 일상적인 날은 특별하게 만들어주는 장소입니다!",900,902,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190416_273%2F1555409951144ymSkS_JPEG%2FOML36BGn32ii_ZnY_Sfadjpr.JPG.jpg,1802
17169,양대감 노형,"제주 제주시 원노형로 36 101호,102호",064-712-9592,돼지고기구이,4.65,제주 양대감은 제주흑돼지전문점입니다. 까다로운 원육 선별로 원육 그대로의 최고의 맛을 느낄 수 있습니다. 라스트오더는 22:00분 까지입니다.,1250,896,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20220712_58%2F1657627563998Sc2eo_JPEG%2Fde174b33-01da-11ed-928a-48df37ae3dc4_03.jpg,2146
14192,파라토도스,제주 제주시 한림읍 금능길 87 파라토도스,0507-1310-4331,브런치,4.41,"제주최고의 바다뷰에 더하는 맛있는 음료(카페음료와 칵테일)와 음식(3단트레이, 파스타, 피자, 샐러드, 파스타),",1204,896,"든든한, 기분 전환",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211223_168%2F1640244772915Nzuax_JPEG%2FKakaoTalk_20211223_163107396_01.jpg,2100
1678,중문흑돼지천국,제주 서귀포시 이어도로 137 중문흑돼지천국,0507-1419-3478,돼지고기구이,4.81,"제주 지역방송 및 각종 방송 미디어 프로그램에서 조명한 흑돼지 무한리필 맛집! 
미스트롯 출연진들이 방문하며 더더욱 주목받게 된 맛집으로, '미스트롯 흑돼지' 라고도 불린다. 
초벌구이되어 훈연과 육즙이 살아있는 고기는 '무한리필 집은 퀄리티가 낮다' 는 편견을 대번에 깨 주는 역할을 하기도 한다.

주변에 제주 신라호텔, 제주 롯데호텔, 중문관광단지, 히든클리프 등 
주요 핫플레이스들과 숙박업소들이 가깝기 때문에 둘러보기에도 좋고, 
테디베어뮤지엄과 신화월드 등도 근처 거리기 때문에 여행코스로도 안성맞춤.",1474,895,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200216_128%2F1581825581254QgYrU_PNG%2FNNQVu8Bs8aIOY_9fAymD1UdL.png,2369
