,store_name,address,tel,category,star,detail,visit_review,blog_review,review_sum,image
12489,쑤담샤브샤브,서울 광진구 아차산로 241 연한빌딩,0507-1404-8845,샤브샤브,4.18,샤브샤브와 20여가지의 정통 아시안음식을 한국식으로 재해석한 어반스타일의 샤브샤브 & 샐러드바 무한리필 뷔페입니다.,2462,825,3287,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200621_58%2F1592730503497OzAUS_JPEG%2FKakaoTalk_20200621_180000929.jpg
24132,카페마마스 광화문점,서울 종로구 종로1길 50 더 케이트윈타워 1층,02-736-1250,양식,4.44,"* 케이터링 문의 : http://www.instagran/cafemamas.catering/
* 카페마마스 네이버 스마트 스토어가 오픈 했습니다 !!
 많은 관심과 성원 부탁드립니다 :-D
 http://smartstore.naver.com/mamasfood",3053,230,3283,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200210_109%2F1581328290265pBGYG_JPEG%2FOzzvUOM24u7BEZrn-MazB3ym.jpg
15590,땀땀,서울 강남구 압구정로 343 갤러리아백화점 명품관 WEST 지하 1층,02-6905-3319,,4.45,저희 땀땀 에서는 베트남 전통 궁중 보양식 레서피를 바탕으로 엄선된 쇠고기와 사골을 24시간 동안 천천히 우려낸 육수로 맛을 낸 쌀국수와 국내에 새롭게 선보이는 다양한 베트남 보양 요리를 제공하고 있습니다.,2154,1125,3279,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220221_261%2F16454503317562yFmi_JPEG%2F20220211_183614.jpg
17273,커피앤시가렛,서울 중구 서소문로 116 유원빌딩17층 1706호,02-777-7557,카페,4.42,주차는 건물 지하에 유료로 가능합니다:),1606,1673,3279,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210928_37%2F1632796888350ajTMh_JPEG%2FCHo553O8_yHWf2c4dG7Kd-hz.jpeg.jpg
5438,딘타이펑 영등포타임스퀘어점,서울 영등포구 영중로 15 타임스퀘어 4F 413,0507-1370-2780,중식당,4.3,"딘타이펑은 '크고 풍요로운 솥'이라는 뜻으로 딤섬 전문 장인들이 정성을 담아 푸짐하고 맛있게 대접하고자 하는 딘타이펑의 마음을 담았습니다.

*네이버 예약은 당일 예약 어렵습니다. 예약 시 날짜 확인 꼭 부탁드립니다. 노쇼 3회 발생 시, 추후 예약이 불가하오니 이용에 참고 부탁드립니다.",2300,978,3278,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150915_236%2F1442297337628IY834_JPEG%2F166865553872201_4.jpg
27731,마라공방마라탕,서울 종로구 종로 19,02-2075-7366,중식당,4.49,None,2952,323,3275,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190317_128%2F1552754486368jf3Tb_PNG%2FmNN7dy4mz_mIezAiAgFoZllg.png
14947,칸다소바,서울 종로구 대학로 131-1,02-747-1662,일식당,4.47,None,2213,1052,3265,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA3MTJfMjMy%2FMDAxNjU3NjI4MzkwMTAz.7o0O2qnJieRTpKjS4F7TcRneP-igCIwBEB6AkaJaG8cg.ysJXcOcsfzTAbTLpfPpebMi7o1LJNpXILnY2uuTXhS8g.JPEG.myway6112%2F1657627580298.jpg
18478,알디프 티 바,서울 마포구 와우산로35길 19 B1-1F 알디프,0507-1315-5033,홍차전문점,4.82,"<2022 알디프 홍대 티 바 예약 오픈 시간 변경 안내>

안녕하세요, 알디프입니다. 
근래 빠르게 마감되는 
알디프 티 바 티 코스 예약과 관련하여
많은 분들께서 더 편리하게 예약하실 수 있도록
다음과 같이 예약 오픈 시간을 변경하여 안내드립니다. 

(기존)
매월 둘째 주
화요일 오후 4시

(변경)
매월 둘째 주
화요일 *오후 7시*

* 빠른 잔여 좌석 확인하기
1. 카카오톡 채널(@altdif) 채팅방 메뉴 > 알디프 티코스 예약 안내 > 하단 메시지 버튼 '예약하러 가기' 클릭
2. 자사몰 OFFLINE > 티 바 예약하기 > 알디프 티코스 예약하기(한국어)

여름시즌 티 코스는 9/4 (일)까지 진행됩니다.
(*가을시즌 티 코스는 9/6 (화)부터 시작됩니다.)

* 일반 예약 변경 안내
1. 예약 취소
- 네이버 예약 시스템에서 직접 취소 가능
(이용일 2일 전까지 예약금 100% 환불, 이후의 취소는 예약금 환불 불가)

2. 양도
월~금: 카카오 채널(@altdif)
토~일: 매장 유선
(필요 정보: 예약 시간/예약자명/연락처 뒤 4자리/양수인 성함+연락처)

* 코로나19로 인한 예약 취소 및 양도
> 알디프 홈페이지 채널톡 혹은 카톡 채널 문의 및 채팅방 메뉴 참고

알디프는 국민지원금 사용이 가능한 매장입니다 :)
- 1일 5타임 / 타임당 2시간씩 코스 이용만 가능하며 100% 예약제로 운영됩니다. 예약 인원은 최대 동시 7인입니다. (거리두기 기간 동안 최대 6인으로 운영됩니다.)
- 단, 제품 구입 및 테이크 아웃은 예약과 관계 없이 운영 시간 내 항시 가능하며, 테이크아웃 last order 는 20시 50분 입니다.
- 1인 예약금 1만원으로, 인원에 맞춰 예약해주세요. 추가 비용은 현장 결제로 진행됩니다. 
- 시즌 티 코스는 기본 1인 3만원입니다.
- 모든 코스메뉴는 1인 기준으로, 혼자오셔도 편안하게 이용 가능합니다. 단, Tea Bar 의 특성상 모르는 분과 함께 이용하실 수 있습니다.
- 예약하신 시간에 맞춰 오셔야 원활한 코스 이용이 가능합니다. 늦게 오실수록 제공되는 메뉴와 이용 시간이 줄어들 수 있으므로 반드시 시간에 맞춰 오시길 부탁드립니다.
- 네이버 톡톡으로 예약 확정 알림을 받으시면 예약이 확정되며 예약금과 환불 정책은 네이버 예약에서 확인 부탁드립니다.
- 당일 방문의 경우 먼저 방문 예정 시간에 예약 고객이 있는지 예약 캘린더 확인 부탁드립니다.
- 코로나 바이러스 대책 관련 공지 : 1. 티 마스터들이 마스크를 하고 티 코스를 진행합니다. 발음이나 발성이 평소에 비해 불분명할 수 있으니 양해 부탁드립니다. 2. 모든 코스 이용고객 발열 체크 진행 중입니다. 도착시 체크 후 37.5도 이상일 경우 마스크 착용 상태로 대기를 부탁드리고 10-20분 후 재체크를 하고 있으며, 2차에서도 체온이 37.5도 이상일 경우 좌석간 거리가 넓지 않은 티 바 특성상 이용이 어렵습니다. 예약금은 100% 환불되오니 이 점 양해 부탁드립니다.",2877,386,3263,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180825_212%2F1535204606893nPYVc_JPEG%2FALTDIF_editorial-7.jpg
11334,빕스 어린이대공원점,서울 광진구 광나루로 410 KCC파크타운 2층,02-453-1997,패밀리레스토랑,4.39,"영업시간 OPEN 10:30~ CLOSE 22:00
(샐러드바 마감 21:30 / Break time 없음 / 연중무휴)
이용에 참고 부탁드립니다.",3019,230,3249,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200422_180%2F1587532088757bFLPx_JPEG%2F2H5mzqdhuqY0gqbB3HsNso23.jpg
20421,왕세숫대야냉면 행복을파는집,서울 강서구 공항대로 423,02-2668-3608,냉면,4.44,None,3058,174,3232,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200702_213%2F1593668143594EW5Y1_JPEG%2FHk_vM7iiAjPp_tXufLSyCxiY.jpg
882,피노키오냉면,서울 노원구 한글비석로 474 보람상가,02-930-7233,종합분식,4.4,"냉면, 김밥 등을 저렴한 가격에 즐길 수 있는 곳입니다.",2995,237,3232,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_272%2F1441046678074woifn_JPEG%2FSUBMIT_1376296461827_33060891.jpg
28262,로운 샤브샤브 홍대점,서울 마포구 양화로 153 토르스타워 지하1층,0507-1411-3900,샤브샤브,4.21,건강한 샤브샤브와 샐러드바를 즐길 수 있는 로운 샤브샤브입니다.,2335,852,3187,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211217_4%2F1639727080433krD89_PNG%2F%25C4%25B8%25C3%25B3.
1953,테라로사 광화문점,서울 종로구 종로1길 50 더케이트윈타워 B동 1층,033-648-2760,카페,4.41,"신선한 빵과 디저트, 향긋한 커피는 물론 키친팀이 선보이는 브런치, 디너 까지

더케이트윈타워 B동 주차장 (유료)
테라로사 고객 2시간 무료
영수증에 확인 도장 날인",2586,597,3183,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210105_115%2F1609806613673Djzyt_JPEG%2F%25B1%25A4%25C8%25AD%25B9%25AE01.jpg
17207,신미경홍대닭갈비,서울 마포구 와우산로21길 31-10 1층,0507-1325-5222,닭갈비,4.47,"새로운 매장 위치 알리기 이벤트!!!
2021년 4월 15일부터는 새로운 위치인
서울시 마포구 서교동 364-22번지에서 다시 영업을 시작합니다!

새로운 장소는 1층에 위치하며 더 깨끗하며 더 넓은 곳으로 더욱
쾌적한 환경을 제공할 예정입니다 !

새 위치 새 매장 새 단장 이벤트!!!

서울시 마포구 서교동 364-22번지 1층

1. sns에 사진 업로드후 해시태그 확인후 모듬사리중 1개 무료 제공
2. 방송,유튜브촬영 가능합니다. (독립된공간 대여 가능)",1875,1270,3145,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_104%2F1441030871978LehmD_JPEG%2FSUBMIT_1436491177092_32572240.jpg
8025,류몽민 논현본점,서울 강남구 학동로25길 11 씨플레이스 2층,0507-1434-8085,닭갈비,4.74,"MBC 생방송오늘저녁 고기왕 직화닭갈비 맛집!
SBS 생방송투데이 직화닭갈비 맛집!

국내산 신선육을 초벌로 직화하여
무쇠 철판에 제공되는 쫄깃하고 불맛나는
학동역 맛집 류몽민의 직화 닭갈비!

>블루리본서베이 2021, 2022 2년 연속 선정!
>국내최초 직화닭갈비!
>100%국내산 신선육!

닭갈비 유목민들에게
먹는 즐거움을 선사해드립니다,
류몽민에 정착하세요:)",2487,656,3143,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220224_102%2F1645683424494TQDtB_JPEG%2F%25BA%25D2%25BC%25EE2.jpg
962,VOG Hair 보라매역점,서울 영등포구 여의대방로 141 순흥빌딩 2층,02-832-7535,미용실,4.88,"보그헤어 보라매역점 
보라매역 3번출구 옆에 위치하며 1층 이디야커피숍 
건물 2층에 위치해 있습니다.",2321,805,3126,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220718_70%2F1658112182709ofO55_JPEG%2FCS%25C4%25C3%25C6%25DF_%25BE%25D5.jpg
7095,아비꼬 타임스퀘어점,서울 영등포구 영중로 15 타임스퀘어 B1 B141,02-2634-0122,카레,4.4,None,2596,519,3115,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200304_172%2F158329647765032LQl_JPEG%2FrUbG3MLS-W_8bV9dEeMxUP5h.jpg
8433,콘타이 IFC몰점,서울 영등포구 국제금융로 10 IFC몰 L3층,02-6137-5554,태국음식,4.23,"여의도 IFC몰 ""콘타이""는 최근 오픈한 매장으로 넓고 쾌적하며 에너지가 넘치는 캐주얼한 음식점입니다.
여의도 중심 핫플레스인 중심에 있어 접근성이 좋으며, 다양한 메뉴 구성으로 고객분들의 선택 폭을 넓혔습니다.
인생맛집, 인생쌀국수를 대표하는 ""콘타이""는 전국 12개 지점을 보유하고 있는 태국음식 전문점입니다.
모든 매장을 철저하게 직영점으로 맛의 일관성과 서비스 만족도면을 높혔습니다.
넓은 매장에서 다양한 모임 또는 회식을 저희 콘타이에서 함께 해보시길 바랍니다,.",2436,678,3114,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171208_57%2F1512698004202YpTpA_JPEG%2F0j_pMizgIjokBArPOWGdZ3-a.jpg
13678,자이온,서울 강서구 공항대로61길 10-11,0507-1383-0161,햄버거,4.67,"에스프레소와 수제버거가 맛있는 캐쥬얼 다이닝
Espresso after Burger

자이온은 새로운 라이프 스타일을 제안하는 브랜드로서 영감을 주는 공간을 중심으로 스페셜티 커피와 수제버거를 함께 제공하는 새로운 컨셉의 매장입니다.",2661,448,3109,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200928_81%2F1601287008625aFbVm_PNG%2Fh-hK3R1IaDFsuI6CAXFvCuyp.png
12812,라운드앤드,서울 중구 정동길 35 두비빌딩,02-753-7005,베이커리,4.41,None,2281,818,3099,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200818_255%2F1597739837764dXzEI_JPEG%2FSscNDYwmySFhHvV6EFCNcWq5.jpg
15558,아그라 잠실에비뉴엘점,서울 송파구 올림픽로 300 롯데 에비뉴엘 6층,0507-1310-2633,인도음식,4.28,"* 당일 예약은 어렵습니다. 현장방문 부탁드립니다.
* 창가석 이용시간은 90분으로 제한됩니다.

나마스떼 아그라 스와가땀, Agra입니다.

Agra는 전통 인도요리 전문가들이 보다 좋은 식재료와 현지에서 직접 공수한 향신료를 통해 인도 현지 음식의 맛을 기본으로 한국인의 입맛에 맞게 조리하여 제공드리고 있으며, 어린이들이 좋아하는 부드럽고 달콤한 커리부터 인도 정통의 맛을 느낄 수 있는 현지식 커리까지 약 40여 가지의 프리미엄 메뉴들로 가득한 정통 인디안 레스토랑입니다.

세련되고 트렌디한 느낌의 인테리어로 데이트코스, 가족모임하기에 좋은 장소이며, 단체석이 구비되어 있어 회사 회식, 동호회 모임 등으로도 좋은 장소입니다.

저희 Agra에서 인도음식을 맛보시며 아름다운 추억 만드세요~",2094,999,3093,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210208_130%2F1612778915440iWBap_JPEG%2FE54DFKLuT-XISlKWY9mBPnAn.jpeg.jpg
19263,육회자매집 종로3호점,서울 종로구 종로 208,02-2272-3036,"육류,고기요리",4.45,"자매집(since1974)은 육회를 1,000원에 시작.광장시장을 육회의 성지로 만든 역사와 전통이 있는 육회집입니다.광장시장 오시면 꼭한번 드셔보세요.チャメチッはユッケひと皿1,000ウォンで販売し始めクァンジャンシジャンがユッケの聖地として作った歴史と伝統のあるユッケチッです",2398,692,3090,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200401_57%2F15857311837635jmRE_JPEG%2FO2Bql_y5O_rETGLvLNm6H5Ks.jpg
26752,성수동대림창고갤러리,서울 성동구 성수이로 78 대림창고,0507-1390-9669,"카페,디저트",4.37,"*주차안내
1.유료 표기된 주차라인의 노상주차장
(점포,지정 표기된 주차라인은 주차불가)
2.한라시그마밸리 유료 지하주차장 이용",962,2117,3079,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220705_65%2F1656959975574rVrxW_JPEG%2FKakaoTalk_Photo_2022-07-05-03-39-02_001.jpeg
20993,러쉬 강남역점,서울 서초구 강남대로 433,02-3482-1212,"화장품,향수",4.5,None,2555,520,3075,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200131_297%2F1580458767735raM9c_JPEG%2F5oj2QhxptbLjMjy1EOuFKLGr.jpg
29926,서가앤쿡 KTX서울역사점,서울 중구 한강대로 405 서가앤쿡 서울역사점,02-313-8670,이탈리아음식,4.33,"아늑하고 따뜻한 분위기 속에서 가족, 연인, 친구 함께 추억을 간직한 공간.
맛있는 스테이크,파스타, 필라프가 그릇 가득 담겨져 나와
사랑하는 사람과 넉넉하게 즐길 수 있는
패밀리 레스토랑 서가앤쿡 입니다.",2537,533,3070,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211220_203%2F1639966606383BjKbs_JPEG%2F%25B4%25D9%25BF%25EE%25B7%25CE%25B5%25E5.jpg
5837,고가빈커리하우스,서울 종로구 경희궁2길 7,02-722-2224,패밀리레스토랑,4.32,"안녕하세요. 고가빈커리하우스입니다.

저희 고가빈커리하우스는 언제나 신선한 재료만을 선별하여
모든 음식에 정성을 다하고 있으며, 
편안하고 쾌적한 분위기에서 식사를 즐기실 수 있도록 준비하고 있습니다. 

처음부터 끝까지 변함없는 친절한 서비스와 최상의 맛으로 정성껏
음식을 맛깔스럽게 요리해 푸짐한 양과 고급스러운 맛으로 
고객님의 미각을 만족시켜 드립니다.

정직한 식재료와 바른 조리법, 신선하고 연구 개발된 식단으로 
여러분을 찾아 뵙겠습니다.

언제나 내 가족이 먹는다는 생각으로 정직하고 
깨끗하게 정성을 다하는 저희 업소를 찾아주십시오.
자부심을 걸고 한결같은 맛과 친절한 서비스로 최선을 다해 모시겠습니다.

서비스도 굿! 늘 기분이 좋아지게 하는 고가빈커리하우스로 놀러오세요^^",1664,1406,3070,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210712_169%2F1626074806628fx0Hr_JPEG%2FkFSD0GeYK6onhZZeooIB6H0g.jpg
13194,시드누아 노원본점,서울 노원구 상계로 84,0507-1333-9559,카페,4.29,갓 구운 빵과 로스팅한 신선한 드립 방식의 커피가 있는 로스터리 카페,2387,675,3062,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190430_119%2F1556596448087f1XXo_JPEG%2FI8TZMwceAzMdyVqwYCt9548O.jpeg.jpg
18406,풍년쌀농산,서울 종로구 북촌로5가길 32,02-732-7081,종합분식,4.27,"삼청동 골목에서 (방앗간->쌀집)과 함께 운영되는 분식집입니다. 판매하던 쌀로 만든 쌀 떡을 꼬치에 꽂아 튀긴 후 매콤달콤한 양념장을 발라주는 쌀떡꼬치와 밥알 동동 띄운 식혜가 인기 메뉴이지요. 떡볶이와 튀김, 순대도 준비되어 있습니다.",1812,1241,3053,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151209_160%2F1449632398071mickK_JPEG%2F167159526977010_0.jpg
17300,상무초밥 강남역점,서울 강남구 봉은사로 111 es타워 1층,0507-1326-5955,"초밥,롤",4.4,"예약안내
-당일 예약 불가합니다.
-룸은 네이버예약으로 예약 불가합니다.
-정해진 시간외에 예약 불가합니다.
-2층 홀 36인까지 단독 예약가능!!
-단체에약경우 미리예약안하시면 어려우실수있습니다
-단체 초밥포장및 강남 전지역 배달가능!!

주차안내
- 주차는 2018년 7월1일부터 더 디자이너스 강남프리미어 호텔 발렛파킹 이용
-주차비 3,000원 으로 2시간 가능 , 2시간 초과시 10분당 1,000원 요금부과
- 주차장 주소 : 논현동201-11번지

경영이념
바르게 최고가 된다.

목표와 비전
2025년까지 전국최고 최다 초밥 브랜드가 된다.

상무(上無)
초밥집중 상무초밥보다 위는 없다는 생각으로
경영이념과 같이 진실되게 최고가 되겠습니다.

 상무초밥의 다섯가지 약속
1. 건강하고 안전한 식재료만 쓰겠습니다.
2. 최상급 쌀로만 밥을 짓겠습니다.
3. 음식에 가격 이상의 가치를 담아내겠습니다.
4. 대한민국 초밥 대중화를 선도하겠습니다.
5. 전국 최고의 초밥 브랜드가 되기 위해 목숨 걸고 노력하겠습니다.",1979,1062,3041,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200919_51%2F1600514855425eBREV_JPEG%2F4jBbF4XeohJjJocIZkApL-1N.jpg
20784,김영모과자점 강남구청점,서울 강남구 선릉로126길 6,02-541-5484,베이커리,4.47,"1982년 서초동 6평 공간에서 시작한 김영모과자점은 우리나라 최초로 천연발효빵을 만들었으며, 몽블랑 빵을 처음 만든 곳입니다. 직영점으로만 운영되고 있는 김영모 과자점에서 제대로 된 빵과 과자 그리고 케이크를 맛보세요.",2826,209,3035,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170801_236%2F1501571546778AYX7M_PNG%2F_4.png
16379,미도갈비,서울 종로구 삼일대로15길 25 1층,0507-1353-9234,"육류,고기요리",0.0,"**고기주문시 냉면 무료서비스
**디저트 과일 무한 제공
**주차가능 : 종로구 청계천로 85 (3.1빌딩주차장) 02-6925-2424
서울 종로구 청계천로 85 / 02-6925-2424
3.1빌딩 타워주차장 / 1시간무료
발렛비별도 5.000
사용 가능 시간 
- 평일 18시~22:00시
- 토,일요일 및 공휴일 아침11~20시
<<<< 주차장 이용가능차 >>>>
세단 - 그랜져이하
 BMW 5시리즈 이하
 BENZ E CLASS이하
 AUDI A5 이하
 RV - 싼타페 이하
 BMW X3이하
 BENZ GLC 이하
 AUDI A5 Q3이하",2498,522,3020,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200506_261%2F1588753680244naGn9_JPEG%2FqSiB-dbB-CdW1MTjGsj3fPnN.jpg
24791,곱 마포점,서울 마포구 도화길 31-1,0507-1324-5201,"곱창,막창,양",0.0,"2009년 오픈 후 13여년동안 한결같은 자리를 지키며 인정받았습니다.
맛있는 곱창을 위해 고민하고 연구하여 특허까지 받았습니다. (특허번호. 제10-1011714호)

이영자 맛집, 곱창전문점 곱 어째서 최고일까요?

1. 저희 곱은 특허받은 천연과일 연육법을 사용해 부드럽고 풍미 넘치는 맛을 선사해드립니다.
2. 당일도축 최고의 국내산 황소곱창으로 신선함을 잡았습니다.
3. 곱창 장인이 최고의 재료를 다룹니다.
4. 특허받은 대파김치와 함께 먹으면 최고의 조합을 맛보실 수 있습니다.

tvN 줄서는식당, KBS생생정보통, SBS 생방송투데이, KBS VJ특공대, tvn수요미식회, 식신로드 등등 다수 방송에서도 인정해주셨습니다!

카톡에 '@마포곱' 검색 후 추가하시면 매달 다양한 플친 이벤트 혜택을 받아보실 수 있습니다 :)

정직이 곧 최고의 맛이라고 생각하고 정성으로 준비하여, 고객 분들께서 한 가족으로 신뢰할 수 도록 항상 최선을 다해 노력하겠습니다.

감사합니다.",1871,1148,3019,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210304_118%2F1614840839570VHCzP_JPEG%2Fxw30SOJn2aKyd2EjiC9ppzyp.jpg
23117,카페마마스 코엑스점,서울 강남구 영동대로 517 P105호,02-6002-3240,양식,4.36,"* 케이터링 문의 : http://www.instagran/cafemamas.catering/
* 카페마마스 네이버 스마트 스토어가 오픈 했습니다 !!
 많은 관심과 성원 부탁드립니다 :-D
 http://smartstore.naver.com/mamasfood",3006,0,3006,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_268%2F1441101033927BQQuY_JPEG%2FSUBMIT_1396948301932_34585484.jpg
8434,금왕돈까스 본점,서울 성북구 성북로 138,02-763-9366,돈가스,4.19,"그날 들여온 생고기의 부드러움과 칼칼한 특제소스가 인기 비결, 남녀노소 가리지 않고 인기 만발이니, 기다림은 각오하시라.",2085,919,3004,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190523_192%2F1558600546495qcjIT_JPEG%2FRLEQG8th-p2Mpe5M2o_F20QV.jpg
20685,오늘통닭 수유본점,서울 강북구 도봉로 384 오늘통닭,02-994-0964,"치킨,닭강정",4.34,"'서울 3대 치킨' 오늘통닭
창업주의 고집스런 46년 마늘 숙성 비법 레시피!

1977년부터 지금까지 옛날 방식 그대로~
통째로 2번 튀겨 겉은 바삭! 속은 촉촉한 육즙 가득한 풍미!

(구) 삼성통닭의 새 이름 오늘통닭!
-매일매일 새 기름
-100% 국내산 닭
-해섭(HACCP)인증 자체 공장 운영
-맛집 랭킹 1위",1859,1144,3003,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220210_231%2F1644499303342b02yz_JPEG%2F%25BF%25C0%25B4%25C3%25C5%25EB%25B4%25DF_%25BA%25BB%25C1%25A1_%25281%2529.jpg
795,금왕돈까스 본점,서울 성북구 성북로 138,02-763-9366,돈가스,4.19,"그날 들여온 생고기의 부드러움과 칼칼한 특제소스가 인기 비결, 남녀노소 가리지 않고 인기 만발이니, 기다림은 각오하시라.",2084,919,3003,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190523_192%2F1558600546495qcjIT_JPEG%2FRLEQG8th-p2Mpe5M2o_F20QV.jpg
11115,남영돈,서울 용산구 한강대로80길 17,02-793-3598,돼지고기구이,0.0,"남영돈은 체인점이었던 예쁜돼지 남영점이 새롭게 리뉴얼한 상호입니다. 남영동에 있어서 남영돈으로 단순하게 지은것 같지만 남영돈의 한문을 풀이해보면 囕盈豚으로 입에 넣어 가득찬 돼지고기라는 뜻이 됩니다. 
남영돈은 30년 전통의 참숯 화로 전문점입니다. 참숯 화로에 구워진 고기 맛은 그야말로 환상적입니다. 직화에서 나오는 불맛이 고기에 입혀져 고소함이 타에 추종을 불허합니다. 
반찬 종류도 최근 고깃집에서 유행하는 스타일이 아니고 백김치에 조개젓을 더해서 감칠맛과 영양까지 생각을 했습니다. 고기를 주문하면 서비스로 내주는 김치찌개도 훌륭합니다.",1335,1655,2990,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180124_9%2F1516772458748vjMWa_JPEG%2FQ5SNtPm-CjeOJtPhGeSXlMYT.jpg
29149,황금손가락초밥,서울 광진구 구의강변로 49,0507-1416-3599,"초밥,롤",4.34,"동서울터미널 맛집 구의동 강변역 맛집 황금손가락 초밥 스시
맛은 기본 카페같은 분위기 친절한 서비스로
고객님을 만족시켜 드리도록 하겠습니다.
많은 이용 부탁드립니다.

초밥 주문시 미니소바(동절기에는 영양죽),대게튀김,감자튀김,우동을 서비스로 제공합니다",2423,566,2989,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171109_108%2F1510222769008Dg4KG_JPEG%2FqhOZ8vHP1DBS9VH8FeCUKy76.jpg
